area,construction_type,region,cimento,areia,tijolos
206.8,residential,urban,44.3,112.7,13.999
253.7,residential,urban,46.0,165.4,17.44
6.3,residential,urban,1.4,4.3,0.397
32.4,residential,suburban,7.1,18.6,1.82
164.1,residential,rural,33.4,83.1,10.102
137.9,residential,rural,29.4,80.8,7.809
20.4,residential,urban,4.3,11.3,1.208
23.5,residential,suburban,4.9,13.7,1.425
46.3,residential,rural,8.9,30.6,2.344
66.3,residential,suburban,14.1,42.1,3.547
96.3,commercial,rural,21.3,47.2,6.449
46.0,residential,suburban,8.5,32.5,2.613
62.1,residential,urban,13.2,36.0,3.769
137.6,residential,rural,29.6,86.3,7.874
3.7,residential,rural,0.7,2.5,0.206
29.1,commercial,urban,6.5,16.5,2.319
124.9,industrial,urban,25.6,81.0,11.852
225.6,residential,suburban,47.3,130.1,14.231
71.7,commercial,urban,16.4,44.1,5.171
76.0,commercial,urban,14.5,41.9,5.853
11.3,commercial,rural,2.3,7.3,0.794
59.3,residential,urban,11.5,42.1,3.407
76.1,commercial,urban,16.5,48.4,5.232
27.8,residential,urban,5.1,15.2,1.611
31.4,industrial,rural,6.6,19.5,2.502
47.4,commercial,urban,9.5,23.7,3.725
2.0,residential,urban,0.4,1.3,0.116
38.9,commercial,urban,8.1,27.3,2.936
23.8,industrial,suburban,5.3,13.0,2.181
39.7,residential,suburban,7.6,21.4,2.196
12.8,residential,urban,2.5,7.5,0.759
221.2,industrial,urban,50.8,161.7,20.578
90.0,residential,urban,17.4,56.5,5.903
113.7,commercial,suburban,22.8,63.8,8.833
155.7,residential,urban,30.1,81.4,9.166
69.0,residential,urban,13.1,38.0,4.708
9.1,residential,urban,1.7,5.9,0.598
77.0,commercial,suburban,16.7,45.7,5.875
88.4,residential,urban,17.9,49.9,5.263
136.8,residential,urban,26.7,79.0,8.578
56.5,commercial,suburban,10.8,28.8,4.445
13.6,residential,urban,2.9,9.1,0.788
33.4,industrial,suburban,6.6,21.4,3.189
45.1,residential,suburban,9.7,31.3,2.563
103.8,commercial,suburban,23.9,70.0,7.981
84.6,residential,urban,16.3,40.6,5.371
44.0,residential,urban,8.9,29.5,2.966
430.6,commercial,rural,98.3,213.2,28.104
93.1,residential,urban,20.5,52.8,5.247
27.1,residential,urban,5.3,19.1,1.589
10.7,residential,urban,2.3,5.6,0.616
16.6,residential,urban,3.0,10.0,1.139
28.2,residential,suburban,5.4,19.2,1.665
17.5,industrial,urban,3.5,11.9,1.552
20.6,residential,suburban,3.8,11.4,1.115
33.6,commercial,suburban,7.7,18.2,2.63
19.0,residential,suburban,3.7,9.6,1.147
227.1,industrial,rural,52.9,171.1,18.903
8.4,residential,urban,1.6,4.9,0.481
74.3,residential,urban,15.6,40.3,5.051
52.8,residential,urban,9.5,29.3,3.335
403.9,commercial,urban,79.0,284.0,29.458
11.9,residential,suburban,2.3,6.8,0.674
50.7,commercial,urban,11.3,29.7,4.047
348.9,commercial,urban,71.9,189.1,28.225
200.6,residential,suburban,38.9,135.8,11.92
169.9,commercial,suburban,32.5,117.0,11.182
29.8,residential,urban,6.4,21.0,1.939
18.7,residential,urban,3.9,12.2,1.151
110.5,residential,urban,22.4,73.0,7.026
265.0,commercial,urban,60.2,183.6,19.583
81.4,residential,suburban,15.2,52.8,4.493
84.8,residential,urban,15.8,51.0,4.95
32.8,commercial,urban,6.5,16.3,2.296
146.7,commercial,rural,28.6,86.4,10.63
20.7,residential,suburban,4.3,13.1,1.268
39.1,residential,rural,7.6,26.9,2.37
55.4,residential,rural,12.2,27.6,2.825
70.8,residential,suburban,14.8,46.3,4.177
27.8,residential,urban,5.1,16.9,1.616
12.2,residential,urban,2.6,6.6,0.741
94.3,residential,urban,17.6,60.3,5.956
34.1,residential,urban,7.4,22.5,2.039
87.0,commercial,urban,18.9,46.3,6.525
16.8,commercial,urban,3.5,11.5,1.157
65.6,residential,urban,11.8,40.4,4.004
76.1,residential,urban,14.4,38.4,4.754
5.3,residential,suburban,1.0,2.6,0.31
41.0,industrial,rural,8.7,25.2,3.661
14.4,commercial,suburban,2.8,8.8,1.077
6.5,residential,urban,1.3,3.4,0.417
460.1,residential,urban,100.9,324.1,29.441
38.9,residential,rural,7.3,21.9,2.208
166.0,commercial,suburban,35.9,82.5,12.243
29.4,residential,urban,6.4,16.8,1.973
114.4,commercial,suburban,23.7,60.1,8.146
142.8,residential,urban,26.0,70.2,8.635
90.5,residential,suburban,17.9,48.4,5.395
63.8,residential,urban,14.0,41.7,4.291
53.1,commercial,suburban,10.9,37.8,3.569
42.9,residential,urban,8.7,24.6,2.938
265.3,commercial,rural,55.4,163.4,19.44
177.6,residential,urban,33.8,117.5,10.645
335.3,commercial,urban,76.3,182.5,27.296
13.3,residential,urban,2.7,6.5,0.878
131.3,residential,rural,24.4,94.1,8.053
278.6,commercial,suburban,55.0,161.7,19.155
20.0,residential,urban,3.8,14.4,1.247
6.9,residential,suburban,1.3,3.7,0.393
135.1,commercial,suburban,28.0,91.4,10.154
85.4,residential,suburban,17.3,49.5,5.012
184.4,residential,urban,37.3,106.5,11.271
15.1,commercial,urban,3.2,7.6,1.048
158.6,commercial,urban,30.5,110.4,10.964
22.5,residential,rural,4.3,15.0,1.343
17.9,industrial,urban,4.3,12.6,1.809
17.9,commercial,rural,3.9,9.7,1.196
168.5,residential,urban,33.5,108.0,9.503
109.4,residential,urban,23.9,77.5,7.146
74.0,residential,rural,13.7,49.1,3.967
44.4,residential,urban,8.4,29.2,2.69
209.7,commercial,suburban,42.3,146.1,15.487
49.8,residential,urban,9.1,27.7,3.372
169.6,commercial,rural,32.6,101.5,11.408
57.8,commercial,urban,11.9,33.8,4.034
47.3,industrial,suburban,9.5,27.6,4.114
62.1,residential,urban,11.3,41.6,3.495
35.9,commercial,suburban,7.8,25.6,2.572
137.7,industrial,rural,28.0,83.3,10.643
69.9,residential,suburban,13.3,48.5,4.155
26.4,residential,rural,4.9,15.0,1.595
229.8,residential,rural,49.5,144.7,13.549
48.4,residential,urban,10.2,25.3,3.025
78.4,residential,urban,16.2,51.6,5.28
236.9,industrial,suburban,54.7,174.1,19.295
97.9,commercial,urban,21.9,58.1,7.317
12.4,residential,urban,2.6,6.5,0.837
281.1,residential,rural,58.3,184.4,14.547
98.8,commercial,urban,21.3,51.9,7.204
40.8,residential,urban,8.8,20.2,2.537
15.0,residential,rural,3.1,7.2,0.908
158.0,industrial,urban,32.4,98.8,15.377
96.8,residential,urban,17.5,48.4,5.742
76.2,residential,suburban,15.5,51.3,4.67
224.3,residential,rural,46.8,150.4,13.629
155.4,residential,urban,32.8,107.0,9.8
16.4,commercial,suburban,3.1,9.8,1.297
37.4,residential,suburban,7.1,25.5,2.407
28.6,residential,urban,6.0,18.1,1.716
136.2,residential,urban,26.7,97.7,8.563
3.4,residential,rural,0.6,2.2,0.176
84.4,industrial,rural,17.3,52.9,6.508
143.7,residential,suburban,26.4,88.3,9.199
209.4,commercial,urban,43.9,127.6,17.219
41.9,residential,suburban,8.3,24.5,2.617
172.2,residential,urban,34.3,84.3,10.706
11.7,residential,suburban,2.5,6.6,0.626
187.4,industrial,urban,39.9,124.7,18.192
13.6,residential,urban,2.5,9.4,0.926
50.6,residential,urban,9.5,26.2,3.2
159.6,residential,urban,31.7,111.2,9.428
16.2,residential,suburban,3.1,8.6,0.905
26.0,commercial,suburban,5.2,16.6,1.708
128.1,residential,urban,25.5,71.0,8.763
127.3,residential,urban,25.2,71.0,7.947
102.5,residential,urban,19.1,57.3,6.419
118.4,commercial,rural,26.2,73.9,7.53
78.2,residential,urban,17.2,45.5,4.665
29.0,residential,urban,5.3,16.0,1.98
42.4,residential,urban,7.8,28.3,2.89
20.0,residential,rural,4.0,13.0,1.209
239.1,residential,rural,43.5,165.3,13.009
87.6,commercial,urban,18.8,61.2,6.441
51.2,residential,urban,10.6,36.8,3.074
62.0,commercial,urban,12.8,30.1,4.646
294.3,industrial,urban,70.0,175.9,26.199
16.6,residential,suburban,3.5,8.1,1.028
88.2,residential,urban,18.4,50.9,5.152
70.5,residential,urban,14.9,37.1,4.345
94.5,industrial,urban,18.8,61.1,9.625
1.8,residential,urban,0.3,1.0,0.118
205.7,residential,suburban,43.7,112.8,11.573
269.0,residential,urban,52.7,177.3,15.99
83.3,industrial,suburban,19.3,52.4,6.854
119.3,residential,urban,23.7,63.8,6.8
255.7,residential,urban,51.9,178.2,15.705
122.8,residential,suburban,23.3,82.7,7.385
16.6,residential,rural,3.2,10.8,0.845
85.9,commercial,urban,18.7,52.1,5.999
93.3,residential,suburban,20.3,57.8,5.213
55.2,industrial,rural,12.4,31.9,4.826
133.3,residential,urban,25.0,78.8,8.729
272.4,industrial,urban,54.2,137.6,24.128
259.8,residential,urban,48.1,136.7,17.31
59.9,residential,rural,11.7,29.7,3.207
12.0,residential,urban,2.6,8.5,0.767
418.9,residential,urban,85.5,299.0,28.157
182.6,commercial,suburban,36.4,103.2,11.836
13.3,residential,suburban,2.5,8.5,0.752
253.6,commercial,urban,58.2,141.9,20.463
203.9,residential,urban,42.5,98.8,12.502
73.2,residential,urban,14.1,48.3,4.53
89.5,commercial,rural,17.8,50.0,6.585
50.9,residential,suburban,9.2,33.9,3.078
5.6,residential,urban,1.0,3.1,0.347
40.8,commercial,rural,9.0,23.1,2.667
162.4,commercial,urban,31.8,90.7,12.397
1.0,commercial,urban,0.2,0.5,0.077
40.6,residential,suburban,8.2,21.8,2.318
50.8,residential,suburban,10.0,34.4,3.256
77.1,residential,urban,15.3,51.8,4.957
252.4,industrial,suburban,55.3,177.9,21.177
42.5,industrial,suburban,9.2,21.6,3.99
42.6,residential,suburban,8.4,22.9,2.77
133.8,industrial,urban,30.4,89.1,12.717
60.2,commercial,urban,12.8,32.1,4.907
25.4,commercial,urban,5.4,12.4,1.733
60.2,residential,urban,13.1,41.4,3.441
15.2,residential,rural,3.2,9.6,0.85
19.4,commercial,rural,3.8,12.7,1.252
69.0,residential,urban,14.6,37.7,3.93
54.3,commercial,urban,10.6,33.8,3.718
246.3,residential,urban,47.3,134.5,16.119
45.0,residential,urban,9.0,28.9,2.916
86.9,residential,rural,15.7,53.2,5.072
100.0,industrial,urban,23.1,68.8,10.25
1.3,residential,urban,0.3,0.8,0.073
108.9,commercial,urban,24.7,70.1,8.923
19.6,residential,suburban,3.9,12.6,1.234
324.6,commercial,urban,71.7,166.6,25.222
16.1,residential,suburban,3.2,11.4,1.021
53.6,industrial,rural,11.9,29.3,4.66
8.9,commercial,rural,1.9,6.0,0.561
500.0,commercial,urban,98.6,308.3,36.086
69.8,industrial,urban,15.9,52.5,6.213
90.5,residential,suburban,17.2,44.2,5.151
6.9,residential,suburban,1.4,3.8,0.433
138.6,commercial,urban,29.5,71.5,11.255
23.6,residential,suburban,4.8,12.0,1.516
228.3,commercial,suburban,51.6,151.1,16.391
23.0,residential,urban,4.3,16.0,1.491
21.2,commercial,urban,4.2,10.3,1.462
3.7,industrial,urban,0.9,2.3,0.376
63.9,industrial,urban,12.7,47.1,5.513
83.2,residential,suburban,15.4,44.4,4.494
6.8,residential,urban,1.3,3.7,0.396
149.4,commercial,urban,28.9,86.4,10.428
60.4,commercial,urban,12.3,32.9,4.779
74.3,residential,urban,15.7,44.8,4.258
58.1,residential,urban,12.2,33.3,3.661
51.2,residential,suburban,9.5,31.5,3.054
82.0,industrial,suburban,17.6,53.7,7.413
16.9,residential,suburban,3.7,11.6,0.905
20.1,residential,rural,4.3,11.6,1.065
197.9,commercial,urban,40.0,137.5,15.387
292.1,residential,urban,59.8,153.8,16.549
46.7,residential,suburban,9.3,29.2,2.855
31.6,residential,urban,6.1,19.9,1.85
103.3,residential,urban,19.7,63.9,6.695
52.5,industrial,suburban,12.2,31.7,4.442
2.6,residential,rural,0.5,1.7,0.146
17.0,residential,urban,3.6,8.8,1.104
125.9,industrial,suburban,29.6,93.1,10.474
107.6,residential,rural,20.8,72.9,6.421
2.7,residential,suburban,0.6,1.7,0.166
25.1,commercial,urban,5.5,17.1,1.837
26.3,commercial,rural,5.2,17.2,1.975
111.4,commercial,suburban,22.5,71.6,7.586
2.0,residential,urban,0.4,1.2,0.113
11.0,residential,urban,2.2,6.3,0.707
160.9,commercial,suburban,34.3,111.8,11.328
19.7,residential,rural,3.7,12.7,1.029
105.8,commercial,suburban,24.3,57.0,7.407
27.2,residential,suburban,5.5,18.3,1.714
10.5,residential,urban,2.0,5.3,0.694
27.9,industrial,suburban,6.7,16.8,2.63
128.1,commercial,suburban,27.2,65.9,8.608
193.6,residential,urban,41.3,129.7,11.667
177.3,commercial,urban,38.2,89.8,14.353
50.6,residential,suburban,9.4,28.9,3.164
110.3,industrial,suburban,24.1,62.5,9.735
22.9,residential,urban,4.2,12.1,1.485
34.7,residential,rural,7.4,17.6,2.078
226.7,commercial,suburban,46.4,109.5,16.853
1.3,commercial,rural,0.3,0.8,0.091
8.9,residential,suburban,1.9,5.1,0.478
23.3,residential,urban,4.7,14.9,1.445
2.7,residential,suburban,0.6,1.9,0.152
20.0,residential,suburban,4.1,10.0,1.272
87.5,residential,suburban,16.6,55.7,5.028
54.7,industrial,urban,13.1,33.8,4.925
223.2,residential,urban,42.3,158.3,13.593
170.1,residential,urban,35.7,95.1,11.2
41.8,commercial,suburban,9.6,24.7,3.134
30.0,residential,urban,5.7,19.0,2.04
47.8,residential,suburban,9.6,32.6,2.593
89.2,commercial,rural,19.5,63.2,5.681
31.2,residential,suburban,6.5,19.3,1.804
97.9,industrial,suburban,21.4,65.1,8.71
52.7,residential,suburban,11.1,29.9,2.988
80.3,residential,urban,14.7,54.5,5.152
57.3,residential,suburban,11.4,38.2,3.497
34.9,commercial,urban,7.6,20.6,2.369
296.5,industrial,urban,63.2,200.6,29.611
144.2,residential,suburban,31.3,95.0,7.742
15.1,industrial,suburban,3.5,8.8,1.261
202.9,industrial,urban,48.2,116.9,17.239
66.8,commercial,rural,14.1,36.7,4.468
225.0,commercial,urban,50.7,136.2,17.466
160.9,residential,urban,29.9,99.8,9.481
55.4,residential,suburban,11.2,34.1,3.496
2.3,residential,suburban,0.5,1.4,0.134
31.3,residential,urban,6.2,18.4,2.088
78.0,commercial,suburban,16.6,49.4,5.72
100.4,industrial,urban,20.7,66.7,9.2
29.8,residential,urban,6.2,20.3,1.948
15.0,residential,rural,2.7,10.6,0.826
180.1,residential,suburban,39.5,127.5,10.999
416.1,industrial,suburban,86.6,275.1,39.918
74.6,industrial,urban,17.6,49.2,6.863
18.8,residential,urban,3.8,9.3,1.073
31.8,residential,rural,6.6,20.3,1.684
1.9,residential,suburban,0.4,1.0,0.116
245.7,residential,suburban,48.3,151.1,15.571
12.5,commercial,urban,2.7,8.7,0.947
85.9,residential,urban,18.9,52.5,5.348
32.0,residential,suburban,7.0,19.6,1.714
80.8,residential,rural,15.8,43.7,4.546
105.4,residential,suburban,20.9,57.7,5.775
177.0,commercial,urban,36.6,105.7,13.87
23.1,residential,rural,4.8,12.5,1.328
1.1,commercial,rural,0.2,0.7,0.078
14.7,industrial,urban,3.3,9.4,1.281
230.3,residential,urban,44.5,147.0,13.888
207.1,commercial,suburban,44.2,129.3,16.325
91.0,commercial,suburban,19.3,44.8,7.125
91.8,commercial,urban,20.8,48.3,6.847
109.4,residential,urban,23.5,56.0,6.533
19.3,residential,urban,3.5,13.4,1.109
245.8,residential,urban,52.7,128.2,15.495
54.3,residential,urban,11.6,26.4,3.625
48.3,commercial,urban,10.7,28.0,3.484
73.2,residential,suburban,14.0,51.3,4.222
4.8,residential,suburban,0.9,2.4,0.303
18.2,commercial,urban,4.0,11.5,1.288
134.0,commercial,suburban,27.5,83.2,10.142
8.6,commercial,rural,1.6,5.0,0.544
92.4,residential,suburban,16.8,55.4,5.888
28.2,residential,urban,5.1,16.4,1.65
49.3,residential,suburban,9.3,31.7,2.763
34.1,residential,urban,6.3,19.1,2.055
44.0,residential,urban,8.4,31.1,2.987
127.0,commercial,urban,25.9,72.6,8.885
35.3,residential,suburban,7.1,19.9,2.163
83.6,industrial,urban,20.0,48.0,7.574
64.6,residential,rural,12.9,37.3,3.373
109.0,residential,suburban,22.3,56.4,6.848
276.2,residential,rural,50.2,137.6,15.956
131.9,residential,suburban,24.8,81.7,8.498
24.2,residential,suburban,4.9,12.5,1.496
3.2,residential,suburban,0.7,2.0,0.192
30.4,industrial,suburban,7.0,20.2,2.657
90.4,commercial,rural,19.7,46.6,6.143
5.3,residential,urban,1.1,3.0,0.328
68.6,commercial,urban,13.7,41.3,4.898
90.8,industrial,urban,18.4,66.5,8.619
40.7,commercial,suburban,8.4,20.7,2.764
147.4,residential,suburban,27.2,91.7,8.428
11.3,residential,urban,2.1,6.2,0.715
7.8,residential,suburban,1.6,4.0,0.499
130.3,residential,urban,27.1,88.0,7.608
68.4,commercial,suburban,13.6,37.5,5.403
116.6,residential,rural,21.2,79.7,6.77
57.1,residential,urban,12.5,40.0,3.446
28.3,residential,urban,5.9,17.9,1.93
171.0,commercial,rural,34.0,106.8,10.79
160.7,residential,suburban,32.2,104.8,8.687
118.6,industrial,urban,27.5,72.4,10.961
31.8,commercial,rural,7.0,16.4,2.294
89.2,commercial,urban,19.6,44.6,6.768
44.8,residential,urban,8.1,22.7,2.945
9.6,residential,urban,1.8,6.5,0.628
249.3,commercial,urban,55.5,123.8,20.33
14.7,residential,urban,3.2,10.1,0.863
300.0,commercial,urban,61.2,201.5,22.942
59.1,commercial,urban,12.8,28.8,4.124
20.5,residential,suburban,3.8,13.3,1.311
78.1,commercial,rural,14.8,49.5,5.692
206.3,commercial,suburban,44.7,102.5,14.42
131.8,commercial,urban,26.7,92.8,10.649
164.3,residential,urban,35.1,91.4,9.263
107.5,residential,urban,21.9,64.8,6.122
117.9,commercial,suburban,23.1,75.1,8.097
189.2,commercial,rural,35.9,111.0,14.214
28.7,commercial,urban,6.1,17.9,2.311
67.2,residential,urban,12.9,34.8,3.948
25.0,commercial,urban,5.7,13.4,1.805
439.6,commercial,urban,91.5,285.7,29.719
288.3,residential,suburban,60.2,141.5,16.117
4.0,industrial,urban,0.9,2.1,0.375
122.3,commercial,suburban,27.0,67.0,8.585
259.4,residential,urban,52.4,146.2,16.838
19.9,industrial,urban,4.6,12.6,1.78
83.9,industrial,rural,17.0,51.3,7.008
247.1,commercial,suburban,49.6,175.8,18.573
3.5,residential,urban,0.7,1.8,0.224
119.5,commercial,rural,25.8,57.7,7.396
35.3,residential,urban,7.5,20.2,2.349
258.2,residential,urban,52.1,129.3,15.912
354.2,residential,urban,70.0,206.0,22.948
288.7,residential,urban,61.0,154.0,19.429
64.3,residential,suburban,12.6,46.0,3.606
198.1,residential,suburban,38.6,116.6,10.869
186.1,residential,urban,39.6,90.0,11.327
38.4,commercial,rural,8.0,21.2,2.799
176.6,residential,urban,33.7,101.3,11.605
3.8,residential,urban,0.8,2.0,0.253
90.7,residential,rural,16.4,44.7,5.53
26.1,commercial,rural,4.9,14.8,1.82
12.8,residential,suburban,2.6,8.6,0.7
8.0,industrial,urban,1.9,4.2,0.787
119.2,residential,urban,25.7,68.7,7.63
41.5,residential,urban,7.5,27.2,2.439
129.0,residential,urban,26.5,78.1,8.06
6.8,commercial,urban,1.5,4.5,0.494
37.9,residential,urban,7.5,26.3,2.589
77.5,commercial,suburban,16.4,49.3,5.829
156.4,residential,urban,28.7,107.7,9.092
38.4,residential,rural,7.3,25.6,2.365
98.3,residential,suburban,21.6,67.8,5.504
217.1,residential,urban,42.6,122.8,14.116
95.7,residential,suburban,18.5,55.2,5.209
26.5,residential,suburban,5.2,13.8,1.526
2.5,residential,rural,0.5,1.8,0.14
204.1,residential,urban,41.3,119.6,11.8
2.1,commercial,suburban,0.4,1.2,0.153
207.7,residential,suburban,42.7,136.5,12.486
75.3,commercial,rural,14.5,36.3,5.187
279.8,residential,rural,52.7,145.8,16.882
160.3,residential,suburban,34.8,110.4,10.025
500.0,residential,urban,102.0,322.5,33.675
43.2,residential,urban,8.8,24.5,2.531
145.8,industrial,urban,31.8,105.5,12.935
51.4,industrial,urban,11.1,38.1,4.509
65.4,industrial,suburban,15.3,43.6,5.757
98.8,commercial,urban,21.7,62.7,7.679
206.9,residential,suburban,44.6,116.3,12.776
414.0,residential,urban,75.5,296.2,23.966
146.2,residential,rural,26.3,97.8,8.94
54.1,residential,urban,10.1,33.2,3.653
54.7,commercial,suburban,10.6,30.2,3.857
133.8,residential,urban,29.0,73.6,8.456
27.3,commercial,rural,6.3,18.1,1.952
11.7,residential,rural,2.3,6.9,0.625
43.8,residential,urban,8.1,26.5,2.671
33.9,residential,urban,6.1,21.2,2.115
35.1,commercial,urban,7.8,19.4,2.881
26.6,commercial,urban,5.4,13.6,2.124
4.3,residential,urban,0.9,2.7,0.265
1.8,residential,urban,0.4,1.2,0.118
440.0,industrial,urban,98.0,331.9,37.467
55.8,industrial,rural,12.5,40.0,4.876
48.5,commercial,urban,10.2,25.8,3.935
113.8,residential,suburban,21.0,66.9,6.643
24.6,commercial,urban,5.4,14.7,1.797
299.5,residential,suburban,59.9,198.9,17.289
154.3,commercial,urban,32.1,77.5,12.166
9.4,residential,urban,1.7,4.7,0.573
54.1,residential,rural,11.6,29.8,3.18
211.3,residential,suburban,42.7,119.5,11.878
289.6,commercial,rural,59.3,170.4,19.067
63.0,residential,suburban,11.7,35.3,3.546
95.0,commercial,urban,20.5,60.8,6.455
18.3,residential,urban,4.0,9.2,1.117
472.9,residential,suburban,101.0,280.3,25.656
26.4,commercial,suburban,5.4,13.0,2.071
286.0,residential,suburban,54.9,184.7,16.891
104.9,industrial,suburban,22.1,54.6,8.265
93.6,residential,urban,19.1,51.5,6.294
71.9,residential,rural,14.6,37.6,4.188
26.2,commercial,suburban,5.4,12.7,1.712
19.4,industrial,suburban,4.4,12.8,1.618
24.9,industrial,urban,5.7,17.7,2.346
20.6,residential,urban,3.8,13.6,1.359
151.2,residential,rural,32.1,95.6,9.21
43.1,residential,urban,8.5,27.6,2.558
6.0,commercial,urban,1.2,4.2,0.489
347.7,residential,urban,63.9,173.0,21.439
215.2,residential,urban,46.7,130.9,14.782
262.8,commercial,urban,57.6,187.5,20.318
500.0,commercial,suburban,112.6,329.1,38.338
19.1,industrial,suburban,4.6,12.9,1.671
50.5,residential,suburban,10.8,31.8,2.772
142.0,residential,urban,27.7,80.8,9.285
119.1,residential,suburban,21.6,68.7,6.732
16.7,residential,suburban,3.4,9.0,1.039
169.2,residential,suburban,32.4,84.7,10.323
25.4,residential,urban,5.4,13.0,1.741
25.3,residential,rural,5.3,16.5,1.318
77.0,residential,urban,14.5,52.6,4.848
89.9,residential,rural,18.8,46.5,5.493
86.8,residential,rural,18.3,56.5,5.322
9.6,residential,rural,1.9,5.3,0.511
209.9,residential,rural,46.1,121.7,12.317
30.9,residential,rural,5.9,16.9,1.766
13.9,residential,urban,2.9,7.1,0.884
219.6,commercial,rural,47.2,147.9,15.182
311.6,residential,urban,58.3,223.1,19.277
198.1,commercial,suburban,41.9,141.3,15.476
165.8,commercial,suburban,36.0,86.5,11.118
106.5,commercial,urban,22.1,54.9,8.269
80.0,residential,urban,17.2,44.3,5.039
9.1,residential,urban,1.7,4.9,0.529
52.5,residential,urban,9.8,29.9,3.33
46.6,commercial,suburban,9.0,26.5,3.134
30.1,industrial,urban,6.7,19.6,2.59
128.5,residential,urban,27.9,76.0,8.832
68.5,commercial,rural,15.1,48.4,4.904
8.5,commercial,urban,1.6,5.9,0.639
24.9,commercial,suburban,5.6,15.3,1.871
115.0,commercial,urban,22.0,69.1,9.313
7.9,residential,suburban,1.5,5.1,0.495
190.5,commercial,rural,43.9,98.0,13.039
68.3,residential,suburban,14.3,47.6,4.372
